Unnamed: 0,Month,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,Sum,6-Months,3-Months,1-Month
371,steam room,58.0,60.5,60.5,63.8,72.25,80.25,91.0,87.25,81.25,73.8,71.0,73.75,70.66666666666667,886.02,29.42,-26.88,-3.08
341,bbc meaning,66.5,63.75,75.5,64.0,78.75,69.0,69.8,82.0,76.25,85.6,68.0,73.25,78.33333333333333,884.23,42.63,-24.27,5.08
155,discord server,90.5,79.25,67.0,63.0,66.75,68.25,70.2,69.0,69.25,77.0,74.25,86.25,91.33333333333331,881.53,52.63,36.58,5.08
271,bots for discord,71.0,80.0,63.25,79.6,71.75,71.0,70.2,87.5,73.5,71.8,65.0,72.25,73.0,878.85,7.25,-22.55,0.75
0,discord bot,93.5,85.0,72.25,72.0,70.75,68.75,70.6,79.0,71.25,71.0,64.25,74.0,78.66666666666667,877.52,-1.18,-4.33,4.67
9,minecraft server,98.5,78.75,56.0,52.6,62.25,75.75,79.4,75.75,74.5,70.4,65.75,92.0,89.33333333333333,872.48,62.98,26.43,-2.67
318,what does discord mean,93.0,82.25,72.5,66.0,66.75,66.75,71.8,70.5,71.75,73.4,70.75,81.75,78.0,872.2,20.1,14.85,-3.75
92,hello kitty pfp,38.5,69.0,66.5,74.2,71.0,70.75,93.2,87.25,77.5,77.2,61.75,63.5,59.0,870.85,-18.45,-57.7,-4.5
64,funny pfp,71.0,87.25,89.0,70.6,74.75,75.25,78.2,75.75,70.75,68.0,64.75,56.25,56.66666666666666,867.22,-82.88,-36.83,0.42
98,y2k pfp,41.0,57.0,59.75,60.2,61.75,63.25,75.4,76.0,81.0,87.4,79.0,86.5,79.33333333333333,866.58,111.88,0.43,-7.17
240,heart,68.0,68.0,67.75,67.2,66.25,66.75,82.4,93.25,74.75,72.0,71.0,69.75,67.0,866.1,29.4,-32.25,-2.75
209,10 minute mail,68.5,59.25,65.0,70.4,76.75,71.75,71.0,68.5,65.5,77.6,82.75,79.25,78.33333333333333,866.08,37.78,28.73,-0.92
54,aesthetic pfp,83.0,92.25,93.0,85.2,79.75,77.0,79.2,72.0,64.5,60.6,57.25,52.5,52.66666666666666,865.92,-146.88,-34.68,0.17
90,hello kitty,53.0,57.5,55.25,61.8,82.0,88.5,76.4,76.0,75.0,73.6,76.25,73.75,69.66666666666667,865.72,22.82,-4.93,-4.08
65,anime girl pfp,96.5,85.75,78.25,73.8,68.25,73.5,67.6,68.25,65.5,69.8,67.75,74.25,72.33333333333333,865.03,-29.27,10.78,-1.92
211,geforce experience,70.5,72.25,70.25,71.4,86.25,85.25,72.2,71.25,67.5,61.2,63.5,72.5,68.0,861.55,-53.65,4.05,-4.5
12,discord servers,87.5,74.0,62.75,59.8,60.5,63.75,76.6,77.0,68.5,67.6,73.0,87.5,90.0,861.0,66.2,37.4,2.5
347,calamity,100.0,80.75,65.5,67.6,57.0,58.25,64.8,67.25,71.25,79.4,87.0,78.25,82.0,859.05,71.25,29.35,3.75
73,meme pfp,75.0,91.0,84.5,82.0,67.75,67.25,75.4,76.75,71.25,66.8,61.5,53.5,59.333333333333336,857.03,-78.77,-40.47,5.83
68,cool pfp,93.5,93.0,85.0,73.6,67.25,69.5,74.4,68.75,65.75,70.6,67.0,59.75,60.66666666666666,855.27,-70.23,-17.68,0.92
489,python discord bot,78.5,79.25,68.5,65.6,65.75,84.25,81.0,69.5,85.5,74.4,57.0,55.5,68.33333333333333,854.58,-34.12,-48.57,12.83
196,discord phone number,77.0,81.5,65.25,52.2,83.0,68.0,64.2,69.25,60.25,71.8,65.5,81.0,90.0,851.95,23.65,35.2,9.0
15,discord template,85.0,71.75,64.75,57.2,61.0,68.75,76.0,72.5,71.75,70.6,70.75,78.0,85.66666666666667,848.72,49.82,19.57,7.67
146,discord app download,74.5,69.5,70.75,64.6,75.5,76.25,78.8,67.75,71.5,64.2,59.25,72.0,77.0,847.1,-23.7,4.8,5.0
250,resize gif,77.0,88.5,80.0,72.8,68.75,48.0,70.4,70.5,62.75,73.0,65.75,73.25,72.66666666666667,846.37,-10.53,5.42,-0.58
405,discord channels,65.5,69.25,72.25,55.2,67.25,61.25,66.2,71.75,72.5,83.4,74.25,70.5,82.33333333333333,846.13,63.33,-0.57,11.83
264,webp to gif,81.5,73.5,66.5,65.6,71.25,64.0,69.2,76.25,79.75,69.0,69.5,67.25,73.0,844.8,24.7,-15.25,5.75
319,discord emoji,82.0,76.5,69.0,64.0,60.75,67.25,69.6,66.75,69.75,76.2,70.0,77.25,76.0,843.05,28.85,10.55,-1.25
364,steam engine,51.0,59.0,69.75,71.2,74.75,72.25,90.6,89.75,83.0,71.8,59.0,49.25,52.333333333333336,842.68,-32.42,-83.97,3.08
6,emoji discord,82.0,76.5,69.0,64.0,60.75,67.25,69.6,66.75,69.75,76.2,70.0,77.0,75.0,841.8,27.6,9.3,-2.0
362,steam charts,81.0,73.0,73.5,62.6,64.75,69.0,63.6,72.0,63.25,61.0,66.0,85.5,87.33333333333333,841.53,28.63,42.58,1.83
243,discord emote,89.5,81.5,70.5,65.2,71.5,66.5,69.4,65.75,73.25,73.0,61.25,64.75,76.33333333333333,838.93,-10.27,-9.67,11.58
179,riot games,91.0,86.0,73.75,61.2,59.25,72.0,73.0,65.25,66.0,70.0,64.75,67.75,71.0,829.95,-20.45,2.25,3.25
480,how to add bot to discord,95.5,81.0,69.0,63.0,66.25,60.0,62.2,61.75,65.75,71.4,68.75,74.5,82.66666666666667,826.27,23.37,27.02,8.17
71,manga pfp,97.0,93.5,77.0,72.0,61.25,66.75,66.8,60.5,66.25,66.8,66.5,65.0,63.66666666666666,826.02,-48.58,1.62,-1.33
204,discord support,70.0,76.75,55.5,62.8,58.5,62.75,65.0,69.5,64.25,67.0,74.75,87.75,80.33333333333333,824.88,62.28,42.08,-7.42
62,boy pfp,86.5,88.5,80.0,68.4,74.0,73.25,66.0,60.25,61.0,58.2,61.25,66.5,67.33333333333333,824.68,-75.62,15.63,0.83
473,mee6 bot discord,89.5,83.5,73.75,77.6,66.25,47.25,58.4,71.25,68.0,59.8,61.25,77.0,75.66666666666667,819.72,6.22,14.87,-1.33
420,mangago,80.0,72.5,63.75,66.0,71.75,86.75,72.0,64.5,61.75,64.0,65.0,68.5,63.0,819.5,-46.0,6.25,-5.5
343,belligerent,45.0,71.25,88.75,92.6,73.5,52.75,70.6,72.5,75.0,70.4,63.0,46.0,43.0,819.35,-79.55,-65.9,-3.0
53,aesthetic,72.5,78.25,90.25,72.2,72.0,69.75,74.4,65.75,63.5,62.0,59.25,56.0,55.66666666666666,819.02,-94.68,-20.33,-0.33
265,discord developer portal,80.0,67.5,55.5,46.4,75.25,76.75,63.4,69.25,64.5,72.8,71.5,79.25,75.0,817.1,47.5,19.2,-4.25
481,make a discord bot,97.0,69.0,51.5,60.2,62.0,67.5,72.2,76.25,71.5,70.2,55.25,72.75,82.33333333333333,810.68,45.88,-7.62,9.58
59,gif pfp,78.5,91.25,88.75,73.4,63.25,64.25,69.2,64.75,61.25,62.4,63.75,54.0,50.66666666666666,806.92,-93.28,-19.98,-3.33
186,discord delete account,67.5,69.75,50.75,61.2,65.5,64.0,68.8,85.75,68.75,70.2,71.5,56.25,74.33333333333333,806.78,46.78,-22.62,18.08
283,mee6,98.0,87.0,72.25,70.4,67.75,61.5,63.0,69.5,65.75,63.2,55.5,62.0,68.66666666666667,806.52,-37.28,-12.28,6.67
314,meaning of discord,45.0,59.0,75.75,65.2,56.75,61.0,67.4,82.75,65.25,78.4,67.25,65.25,62.0,806.0,35.8,-31.9,-3.25
172,curseforge,72.5,68.5,54.25,48.6,62.5,74.5,75.2,62.5,65.5,66.0,62.0,87.0,78.66666666666667,805.22,38.12,33.67,-8.33
3,how to delete discord server,66.0,66.0,46.5,56.2,65.25,73.0,63.6,77.5,74.5,62.4,66.0,80.75,72.33333333333333,804.03,62.93,4.68,-8.42
1,how to make a discord server,74.0,75.25,60.25,60.4,61.0,51.0,63.2,66.75,73.0,70.2,59.25,69.5,93.0,802.8,60.6,11.8,23.5
522,discord boost,83.0,68.0,55.75,57.6,56.25,56.25,58.4,78.5,75.0,78.4,66.5,86.5,64.0,801.15,96.65,-14.9,-22.5
47,pfp anime,94.5,90.75,81.0,72.8,67.25,71.5,64.2,60.0,58.75,57.4,56.75,58.75,60.66666666666666,799.82,-95.18,0.02,1.92
409,discord roles,98.0,76.5,68.5,63.0,58.75,66.0,72.6,62.5,65.5,60.2,62.0,68.5,74.33333333333333,798.38,-12.32,16.63,5.83
272,bots on discord,69.5,68.0,64.0,65.8,57.25,55.0,69.8,68.0,70.75,65.2,72.0,77.25,64.0,797.05,37.35,9.3,-13.25
97,capcut,43.5,44.0,47.25,44.8,50.25,56.25,59.8,67.75,73.75,87.2,86.5,87.5,90.66666666666669,795.72,191.02,35.97,3.17
487,discord role bot,99.5,79.5,61.0,62.8,55.5,62.5,68.6,59.25,44.75,65.4,73.25,73.0,90.0,795.55,15.75,66.85,17.0
317,discord kitten,67.0,84.5,80.5,78.4,65.75,69.75,64.0,60.25,59.0,61.8,67.5,55.75,48.333333333333336,795.53,-90.27,-9.47,-7.42
482,how to make a discord bot,93.0,74.25,54.5,60.4,61.75,66.75,63.2,70.75,70.0,60.2,60.75,71.5,81.33333333333333,795.38,33.68,12.63,9.83
352,mfw meaning,92.5,78.0,80.25,57.0,64.0,62.0,59.8,60.25,69.0,67.4,70.25,67.75,58.333333333333336,794.03,-8.07,-0.32,-9.42
472,how to make discord bot,97.0,73.25,61.5,60.8,63.25,64.75,63.4,71.5,64.0,64.6,49.25,71.25,83.66666666666667,791.22,17.32,4.07,12.42
274,best discord bots,69.0,83.25,66.5,64.8,57.25,59.25,60.8,68.25,65.5,78.0,52.5,52.0,79.33333333333333,787.43,3.73,-27.92,27.33
17,find discord server,78.0,58.0,54.75,57.4,52.5,66.0,67.2,58.5,66.5,77.2,70.5,83.25,75.33333333333333,787.13,75.43,26.88,-7.92
404,voice channel discord,80.0,58.25,61.25,59.2,67.0,56.75,71.8,75.25,74.5,71.8,50.5,68.25,71.66666666666667,786.22,37.72,-31.13,3.42
261,gif resizer,83.0,78.5,66.25,64.2,68.5,64.5,74.8,57.75,56.5,62.4,69.25,59.0,64.0,785.65,-47.85,15.6,5.0
419,how to delete youtube channel,74.0,55.5,50.5,60.6,56.75,65.5,74.8,70.25,65.5,58.4,64.25,83.25,79.0,784.3,57.0,32.35,-4.25
351,/pos,82.5,61.25,53.0,67.6,57.25,63.0,65.4,53.0,75.0,77.2,74.5,57.25,78.66666666666667,783.12,48.12,5.22,21.42
14,discord template server,75.0,63.75,75.5,58.0,61.25,75.25,66.8,60.25,56.25,64.8,60.25,60.5,79.66666666666667,782.27,-18.83,19.12,19.17
34,how to make discord server,74.0,69.5,55.25,53.6,58.25,59.75,62.2,63.0,68.25,65.0,57.5,75.0,94.33333333333331,781.63,64.53,30.58,19.33
415,chat emoji,50.5,51.25,49.5,51.4,54.25,57.5,70.0,82.25,79.25,76.4,76.0,69.5,63.0,780.3,112.5,-29.4,-6.5
315,discord definition,58.5,68.5,82.25,77.6,63.5,63.75,69.6,67.75,67.75,66.2,53.75,51.25,45.66666666666666,777.57,-72.83,-51.03,-5.58
336,conflict synonym,30.0,46.0,81.0,90.2,81.5,58.75,66.4,84.5,75.25,73.6,58.75,36.5,25.0,777.45,-70.25,-113.1,-11.5
50,pfp discord,92.5,89.75,68.5,63.2,61.5,70.25,61.4,61.0,55.5,59.4,56.5,65.0,63.333333333333336,775.33,-53.87,8.93,-1.67
325,discord pfp,92.5,89.75,68.5,63.2,61.5,70.25,61.4,61.0,55.5,59.4,56.5,65.0,63.0,775.0,-54.2,8.6,-2.0
329,discord synonym,53.0,62.25,65.75,66.2,62.5,58.75,72.6,87.0,67.25,68.6,52.25,57.75,49.66666666666666,770.57,-5.53,-63.18,-8.08
376,steam free games,66.0,66.75,56.5,50.8,56.5,79.0,59.6,60.25,64.75,57.2,67.5,79.5,71.0,769.35,31.05,35.8,-8.5
200,steam,62.0,61.75,59.75,58.0,65.0,78.5,64.6,63.0,65.0,58.8,59.25,65.75,69.0,768.4,-6.8,7.2,3.25
122,discord download,70.0,68.5,60.0,56.2,61.5,76.75,63.8,61.75,59.75,66.2,61.0,65.75,66.33333333333333,767.53,-5.97,5.38,0.58
147,download discord,70.0,68.5,60.0,56.2,61.5,76.75,63.8,61.75,59.75,66.2,61.0,65.75,66.33333333333333,767.53,-5.97,5.38,0.58
282,mee6 discord,92.5,81.5,68.0,66.2,63.75,52.5,60.0,67.75,64.5,64.8,49.5,64.5,64.33333333333333,767.33,-16.57,-18.72,-0.17
224,discord emojis,70.5,76.25,63.25,53.8,60.0,53.0,61.2,59.75,59.0,72.6,61.0,69.0,71.66666666666667,760.52,25.52,10.32,2.67
423,bold text generator,62.5,61.5,61.75,53.4,61.75,57.25,67.4,60.0,70.0,71.0,68.5,63.5,63.333333333333336,759.38,33.28,-5.67,-0.17
421,bullet point copy and paste,40.0,58.0,59.75,67.0,80.0,53.0,74.6,83.25,75.5,63.4,59.75,46.25,37.66666666666666,758.17,-26.53,-78.48,-8.58
195,make a discord account,85.5,59.25,51.0,55.6,79.5,61.25,59.8,68.25,67.5,66.6,51.25,75.5,62.333333333333336,757.83,25.03,-13.27,-13.17
7,minecraft discord,82.5,70.75,49.75,49.4,53.75,67.75,63.8,64.5,56.75,70.0,60.0,78.25,70.66666666666667,755.37,44.97,17.67,-7.58
13,how to join discord server,78.5,74.5,55.75,49.4,48.75,59.0,50.8,67.75,63.25,61.6,68.25,81.0,75.0,755.05,78.65,31.65,-6.0
220,vrchat,95.5,67.75,59.0,55.6,58.5,67.0,65.8,59.25,59.5,58.4,58.25,68.5,74.33333333333333,751.88,4.58,23.93,5.83
67,discord server link,83.0,68.25,53.75,52.6,59.5,47.0,54.4,58.5,57.75,56.6,75.5,82.0,82.33333333333333,748.18,77.18,66.98,0.33
474,mee6 bot,96.0,83.5,65.25,71.8,62.25,50.75,58.8,69.25,60.5,56.8,49.25,59.0,60.0,747.15,-37.55,-18.3,1.0
187,discord make account,77.5,74.0,58.0,48.2,65.75,59.5,47.2,65.75,74.0,57.0,59.75,80.25,57.0,746.4,41.1,0.25,-23.25
23,join discord server,80.5,69.0,53.0,51.4,53.5,58.75,61.2,60.75,57.5,62.8,64.75,76.5,76.0,745.15,51.45,36.2,-0.5
61,wallpaper,53.5,63.25,83.0,66.0,66.5,64.75,70.4,65.25,62.0,57.8,52.25,47.25,45.333333333333336,743.78,-84.02,-40.22,-1.92
232,discord gif emoji,78.5,73.0,57.25,60.4,56.5,57.0,65.8,62.25,70.0,63.8,69.75,62.0,44.333333333333336,742.08,2.18,-19.97,-17.67
18,discord server names,89.0,86.0,58.75,53.4,58.25,44.0,59.8,58.0,66.0,60.4,48.25,80.25,68.0,741.1,20.7,12.1,-12.25
346,discord release date,69.0,64.5,60.0,71.4,53.5,50.75,57.0,71.5,68.25,58.8,53.75,78.0,52.0,739.45,25.15,-14.8,-26.0
105,how to use discord,63.5,58.5,58.5,53.8,57.0,52.25,52.4,52.75,77.75,70.6,63.5,73.0,68.0,738.05,73.15,3.4,-5.0
178,valorant download,83.0,85.25,64.75,55.6,51.75,72.75,64.0,53.75,61.75,55.6,51.0,58.25,61.333333333333336,735.78,-52.42,-0.52,3.08
340,zesty meaning,35.0,43.0,53.5,47.2,67.5,59.25,63.8,67.0,68.0,83.8,75.75,57.0,47.333333333333336,733.13,64.63,-38.72,-9.67
226,emoji for discord,88.5,64.25,63.25,55.8,54.75,54.75,49.6,65.25,68.25,67.8,68.5,54.25,65.0,731.45,46.65,-13.55,10.75
332,discord status,74.0,81.0,58.5,53.6,52.75,66.5,65.2,63.5,53.5,52.8,53.25,71.0,59.0,730.6,-24.5,13.45,-12.0
189,how to delete discord account,80.5,73.0,50.5,55.6,45.75,66.0,62.8,65.5,70.75,62.8,52.75,66.25,57.333333333333336,729.03,21.73,-22.72,-8.92
16,what is a discord server,67.0,57.5,55.75,52.4,57.0,52.5,55.6,52.25,61.25,65.2,59.5,69.75,86.33333333333333,725.03,63.53,36.88,16.58
374,steam install,57.0,58.5,59.5,59.0,54.75,69.25,57.0,58.75,61.5,52.4,55.75,61.5,74.66666666666667,722.57,6.57,19.27,13.17
70,cat pfp,55.5,68.0,66.25,56.8,66.75,62.5,60.8,54.0,59.75,58.4,58.0,54.0,56.66666666666666,721.92,-40.28,-3.48,2.67
135,xbox cloud gaming,47.5,53.75,61.25,52.8,50.75,87.0,71.4,63.5,64.25,56.0,57.0,53.0,46.66666666666666,717.37,-36.53,-27.08,-6.33
218,roblox support,68.0,63.25,45.25,43.4,44.25,55.25,55.4,52.75,58.75,57.0,61.0,85.25,93.0,714.55,100.95,70.75,7.75
478,carl bot,97.0,78.25,58.0,52.2,52.25,53.5,61.0,63.25,55.0,61.0,52.25,67.5,60.333333333333336,714.53,4.13,0.83,-7.17
